[D] Systrack v0.8
[D] Command line: systrack -vvvv --format json --arch powerpc --kdir /mnt/m2data/linux-worktrees/v6.16 --remap /mnt/m2data/linux /mnt/m2data/kernels/vmlinux-powerpc-v6.16
[D] Running command: readelf -Ws /mnt/m2data/kernels/vmlinux-powerpc-v6.16
[D] Running command: readelf -WS /mnt/m2data/kernels/vmlinux-powerpc-v6.16
Detected kernel version: 6.16.0 (from vmlinux)
[D] sys_call_table[89]: Symbol("sys_old_readdir" at 0xc041288c, type=FUNC, size=0x10c)
[D] sys_call_table[90]: Symbol("sys_mmap" at 0xc0008ee4, type=FUNC, size=0x50)
[D] sys_call_table[91]: Symbol("sys_munmap" at 0xc0375948, type=FUNC, size=0x20)
[D] sys_call_table[92]: Symbol("sys_truncate" at 0xc03eb1b8, type=FUNC, size=0x104)
[D] sys_call_table[93]: Symbol("sys_ftruncate" at 0xc03eb5e8, type=FUNC, size=0x24)
[D] sys_call_table[94]: Symbol("sys_fchmod" at 0xc03ebecc, type=FUNC, size=0xf4)
[D] sys_call_table[95]: Symbol("sys_fchown" at 0xc03ec90c, type=FUNC, size=0xcc)
[D] sys_call_table[96]: Symbol("sys_getpriority" at 0xc0097364, type=FUNC, size=0x324)
[D] sys_call_table[97]: Symbol("sys_setpriority" at 0xc0096fec, type=FUNC, size=0x374)
[D] sys_call_table[98]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[99]: Symbol("sys_statfs" at 0xc0452270, type=FUNC, size=0x98)
[D] sys_call_table[100]: Symbol("sys_fstatfs" at 0xc04523c4, type=FUNC, size=0x98)
[D] sys_call_table[101]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[102]: Symbol("sys_socketcall" at 0xc0b99024, type=FUNC, size=0x3c4)
[D] sys_call_table[103]: Symbol("sys_syslog" at 0xc010c618, type=FUNC, size=0x24)
[D] sys_call_table[104]: Symbol("sys_setitimer" at 0xc017700c, type=FUNC, size=0x20c)
[D] sys_call_table[105]: Symbol("sys_getitimer" at 0xc0176ad4, type=FUNC, size=0x220)
[D] sys_call_table[106]: Symbol("sys_newstat" at 0xc03fb860, type=FUNC, size=0x1c)
[D] sys_call_table[107]: Symbol("sys_newlstat" at 0xc03fb880, type=FUNC, size=0x1c)
[D] sys_call_table[108]: Symbol("sys_newfstat" at 0xc03fb8a0, type=FUNC, size=0x1c)
[D] sys_call_table[109]: Symbol("sys_uname" at 0xc009985c, type=FUNC, size=0x18)
[D] sys_call_table[110]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[111]: Symbol("sys_vhangup" at 0xc03ed778, type=FUNC, size=0x44)
[D] sys_call_table[112]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[113]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[114]: Symbol("sys_wait4" at 0xc008097c, type=FUNC, size=0xf0)
[D] sys_call_table[115]: Symbol("sys_swapoff" at 0xc03b9448, type=FUNC, size=0x12e4)
[D] sys_call_table[116]: Symbol("sys_sysinfo" at 0xc009b510, type=FUNC, size=0x90)
[D] sys_call_table[117]: Symbol("sys_ipc" at 0xc073d604, type=FUNC, size=0x2c)
[D] sys_call_table[118]: Symbol("sys_fsync" at 0xc044f2d8, type=FUNC, size=0x1c)
[D] sys_call_table[119]: Symbol("sys_sigreturn" at 0xc000cd4c, type=FUNC, size=0x128)
[D] sys_call_table[120]: Symbol("sys_clone" at 0xc0076180, type=FUNC, size=0xcc)
[D] sys_call_table[121]: Symbol("sys_setdomainname" at 0xc0099c48, type=FUNC, size=0x124)
[D] sys_call_table[122]: Symbol("sys_newuname" at 0xc0099840, type=FUNC, size=0x18)
[D] sys_call_table[123]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[124]: Symbol("sys_adjtimex_time32" at 0xc0159cfc, type=FUNC, size=0x18)
[D] sys_call_table[125]: Symbol("sys_mprotect" at 0xc03788cc, type=FUNC, size=0x20)
[D] sys_call_table[126]: Symbol("sys_sigprocmask" at 0xc0094f14, type=FUNC, size=0x150)
[D] sys_call_table[127]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[128]: Symbol("sys_init_module" at 0xc0152abc, type=FUNC, size=0x1c0)
[D] sys_call_table[129]: Symbol("sys_delete_module" at 0xc01531b8, type=FUNC, size=0x2c4)
[D] sys_call_table[130]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[131]: Symbol("sys_quotactl" at 0xc04abe34, type=FUNC, size=0x4e0)
[D] sys_call_table[132]: Symbol("sys_getpgid" at 0xc0099554, type=FUNC, size=0x8c)
[D] sys_call_table[133]: Symbol("sys_fchdir" at 0xc03eba70, type=FUNC, size=0xf8)
[D] sys_call_table[134]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[135]: Symbol("sys_sysfs" at 0xc0425b90, type=FUNC, size=0x310)
[D] sys_call_table[136]: Symbol("sys_personality" at 0xc0076a44, type=FUNC, size=0x28)
[D] sys_call_table[137]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[138]: Symbol("sys_setfsuid" at 0xc0098eac, type=FUNC, size=0x18)
[D] sys_call_table[139]: Symbol("sys_setfsgid" at 0xc0099010, type=FUNC, size=0x18)
[D] sys_call_table[140]: Symbol("sys_llseek" at 0xc03f03c0, type=FUNC, size=0x164)
[D] sys_call_table[141]: Symbol("sys_getdents" at 0xc041299c, type=FUNC, size=0x194)
[D] sys_call_table[142]: Symbol("sys_select" at 0xc0414b84, type=FUNC, size=0x28)
[D] sys_call_table[143]: Symbol("sys_flock" at 0xc048a2a4, type=FUNC, size=0x1c)
[D] sys_call_table[144]: Symbol("sys_msync" at 0xc0379ea4, type=FUNC, size=0x41c)
[D] sys_call_table[145]: Symbol("sys_readv" at 0xc03f201c, type=FUNC, size=0x24)
[D] sys_call_table[146]: Symbol("sys_writev" at 0xc03f2044, type=FUNC, size=0x24)
[D] sys_call_table[147]: Symbol("sys_getsid" at 0xc0099618, type=FUNC, size=0x8c)
[D] sys_call_table[148]: Symbol("sys_fdatasync" at 0xc044f2f8, type=FUNC, size=0x1c)
[D] sys_call_table[149]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[150]: Symbol("sys_mlock" at 0xc0372430, type=FUNC, size=0x20)
[D] sys_call_table[151]: Symbol("sys_munlock" at 0xc03724a0, type=FUNC, size=0x108)
[D] sys_call_table[152]: Symbol("sys_mlockall" at 0xc03725ac, type=FUNC, size=0x204)
[D] sys_call_table[153]: Symbol("sys_munlockall" at 0xc03727b4, type=FUNC, size=0xd0)
[D] sys_call_table[154]: Symbol("sys_sched_setparam" at 0xc00ef6bc, type=FUNC, size=0x20)
[D] sys_call_table[155]: Symbol("sys_sched_getparam" at 0xc00efaec, type=FUNC, size=0x128)
[D] sys_call_table[156]: Symbol("sys_sched_setscheduler" at 0xc00ef680, type=FUNC, size=0x38)
[D] sys_call_table[157]: Symbol("sys_sched_getscheduler" at 0xc00efa60, type=FUNC, size=0x88)
[D] sys_call_table[158]: Symbol("sys_sched_yield" at 0xc00f05cc, type=FUNC, size=0x2c)
[D] sys_call_table[159]: Symbol("sys_sched_get_priority_max" at 0xc00f05fc, type=FUNC, size=0x50)
[D] sys_call_table[160]: Symbol("sys_sched_get_priority_min" at 0xc00f0650, type=FUNC, size=0x48)
[D] sys_call_table[161]: Symbol("sys_sched_rr_get_interval_time32" at 0xc00f0730, type=FUNC, size=0x90)
[D] sys_call_table[162]: Symbol("sys_nanosleep_time32" at 0xc016213c, type=FUNC, size=0x130)
[D] sys_call_table[163]: Symbol("sys_mremap" at 0xc0379820, type=FUNC, size=0x680)
[D] sys_call_table[164]: Symbol("sys_setresuid" at 0xc00984cc, type=FUNC, size=0x20)
[D] sys_call_table[165]: Symbol("sys_getresuid" at 0xc00984f0, type=FUNC, size=0x19c)
[D] sys_call_table[166]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[167]: Symbol("sys_poll" at 0xc041503c, type=FUNC, size=0x134)
[D] sys_call_table[168]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[169]: Symbol("sys_setresgid" at 0xc0098b7c, type=FUNC, size=0x20)
[D] sys_call_table[170]: Symbol("sys_getresgid" at 0xc0098ba0, type=FUNC, size=0x1c0)
[D] sys_call_table[171]: Symbol("sys_prctl" at 0xc009a9ec, type=FUNC, size=0x9ec)
[D] sys_call_table[172]: Symbol("sys_rt_sigreturn" at 0xc000caa0, type=FUNC, size=0xe8)
[D] sys_call_table[173]: Symbol("sys_rt_sigaction" at 0xc0095068, type=FUNC, size=0x13c)
[D] sys_call_table[174]: Symbol("sys_rt_sigprocmask" at 0xc009091c, type=FUNC, size=0x11c)
[D] sys_call_table[175]: Symbol("sys_rt_sigpending" at 0xc0090a3c, type=FUNC, size=0xac)
[D] sys_call_table[176]: Symbol("sys_rt_sigtimedwait_time32" at 0xc0093cd4, type=FUNC, size=0x14c)
[D] sys_call_table[177]: Symbol("sys_rt_sigqueueinfo" at 0xc00944a8, type=FUNC, size=0x120)
[D] sys_call_table[178]: Symbol("sys_rt_sigsuspend" at 0xc00955c0, type=FUNC, size=0xac)
[D] sys_call_table[179]: Symbol("sys_ppc_pread64" at 0xc0018d2c, type=FUNC, size=0x28)
[D] sys_call_table[180]: Symbol("sys_ppc_pwrite64" at 0xc0018d58, type=FUNC, size=0x28)
[D] sys_call_table[181]: Symbol("sys_chown" at 0xc03ec6fc, type=FUNC, size=0x2c)
[D] sys_call_table[182]: Symbol("sys_getcwd" at 0xc0450fd8, type=FUNC, size=0x1c8)
[D] sys_call_table[183]: Symbol("sys_capget" at 0xc0089658, type=FUNC, size=0x1c4)
[D] sys_call_table[184]: Symbol("sys_capset" at 0xc0089820, type=FUNC, size=0x1d4)
[D] sys_call_table[185]: Symbol("sys_sigaltstack" at 0xc0094ba0, type=FUNC, size=0x108)
[D] sys_call_table[186]: Symbol("sys_sendfile" at 0xc03f216c, type=FUNC, size=0x140)
[D] sys_call_table[187]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[188]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[189]: Symbol("sys_vfork" at 0xc0076104, type=FUNC, size=0x78)
[D] sys_call_table[190]: Symbol("sys_getrlimit" at 0xc0099d70, type=FUNC, size=0x108)
[D] sys_call_table[191]: Symbol("sys_ppc_readahead" at 0xc0018d84, type=FUNC, size=0x24)
[D] sys_call_table[192]: Symbol("sys_mmap2" at 0xc0008e9c, type=FUNC, size=0x44)
[D] sys_call_table[193]: Symbol("sys_ppc_truncate64" at 0xc0018dac, type=FUNC, size=0x20)
[D] sys_call_table[194]: Symbol("sys_ppc_ftruncate64" at 0xc0018dd0, type=FUNC, size=0x24)
[D] sys_call_table[195]: Symbol("sys_stat64" at 0xc03fb914, type=FUNC, size=0x1c)
[D] sys_call_table[196]: Symbol("sys_lstat64" at 0xc03fb934, type=FUNC, size=0x1c)
[D] sys_call_table[197]: Symbol("sys_fstat64" at 0xc03fb954, type=FUNC, size=0x1c)
[D] sys_call_table[198]: Symbol("sys_pciconfig_read" at 0xc08db080, type=FUNC, size=0x2f4)
[D] sys_call_table[199]: Symbol("sys_pciconfig_write" at 0xc08db378, type=FUNC, size=0x174)
[D] sys_call_table[200]: Symbol("sys_pciconfig_iobase" at 0xc0036500, type=FUNC, size=0xdc)
[D] sys_call_table[201]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[202]: Symbol("sys_getdents64" at 0xc0412b34, type=FUNC, size=0x19c)
[D] sys_call_table[203]: Symbol("sys_pivot_root" at 0xc0431218, type=FUNC, size=0x5d4)
[D] sys_call_table[204]: Symbol("sys_fcntl64" at 0xc040fa20, type=FUNC, size=0x224)
[D] sys_call_table[205]: Symbol("sys_madvise" at 0xc03b18c4, type=FUNC, size=0x28)
[D] sys_call_table[206]: Symbol("sys_mincore" at 0xc0370030, type=FUNC, size=0x2f4)
[D] sys_call_table[207]: Symbol("sys_gettid" at 0xc0099050, type=FUNC, size=0x20)
[D] sys_call_table[208]: Symbol("sys_tkill" at 0xc00943c0, type=FUNC, size=0xe4)
[D] sys_call_table[209]: Symbol("sys_setxattr" at 0xc0438000, type=FUNC, size=0x34)
[D] sys_call_table[210]: Symbol("sys_lsetxattr" at 0xc0438038, type=FUNC, size=0x34)
[D] sys_call_table[211]: Symbol("sys_fsetxattr" at 0xc0438070, type=FUNC, size=0x30)
[D] sys_call_table[212]: Symbol("sys_getxattr" at 0xc0438540, type=FUNC, size=0x30)
[D] sys_call_table[213]: Symbol("sys_lgetxattr" at 0xc0438574, type=FUNC, size=0x30)
[D] sys_call_table[214]: Symbol("sys_fgetxattr" at 0xc04385a8, type=FUNC, size=0x2c)
[D] sys_call_table[215]: Symbol("sys_listxattr" at 0xc0438604, type=FUNC, size=0x2c)
[D] sys_call_table[216]: Symbol("sys_llistxattr" at 0xc0438634, type=FUNC, size=0x2c)
[D] sys_call_table[217]: Symbol("sys_flistxattr" at 0xc0438664, type=FUNC, size=0x28)
[D] sys_call_table[218]: Symbol("sys_removexattr" at 0xc04386b8, type=FUNC, size=0x28)
[D] sys_call_table[219]: Symbol("sys_lremovexattr" at 0xc04386e4, type=FUNC, size=0x28)
[D] sys_call_table[220]: Symbol("sys_fremovexattr" at 0xc0438710, type=FUNC, size=0x24)
[D] sys_call_table[221]: Symbol("sys_futex_time32" at 0xc0186da8, type=FUNC, size=0x234)
[D] sys_call_table[222]: Symbol("sys_sched_setaffinity" at 0xc00f035c, type=FUNC, size=0x20)
[D] sys_call_table[223]: Symbol("sys_sched_getaffinity" at 0xc00f05a8, type=FUNC, size=0x20)
[D] sys_call_table[224]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[225]: Symbol("sys_ni_syscall" at 0xc00af8a8, type=FUNC, size=0x18)
[D] sys_call_table[226]: Symbol("sys_sendfile64" at 0xc03f22b0, type=FUNC, size=0x15c)
[D] sys_call_table[227]: Symbol("sys_io_setup" at 0xc0481774, type=FUNC, size=0xa50)
[D] sys_call_table[228]: Symbol("sys_io_destroy" at 0xc04821c8, type=FUNC, size=0x150)
[D] sys_call_table[229]: Symbol("sys_io_getevents_time32" at 0xc0482a7c, type=FUNC, size=0xf8)
[D] sys_call_table[230]: Symbol("sys_io_submit" at 0xc048231c, type=FUNC, size=0x1fc)
[D] sys_call_table[231]: Symbol("sys_io_cancel" at 0xc048251c, type=FUNC, size=0x21c)
